,0.354,-4.223,RfN,3.8,56.0,,,,,,,
,0.287,13.685,RfN,5.6,8.0,,,,,,,
,0.111,-33.040,RfN,3.2,96.0,,,,,,,
,0.107,40.171,RfN,9.5,0.6,,,,,,,
,0.109,2.950,RfN,9.1,5.6,,,,,,,
,0.009,0.085,RfN,8.7,5.6,,,,,,,
,0.103,-5.449,RfN,6.2,11.4,,,,,,,
,-0.015,12.016,RfN,5.0,22.0,,,,,,,
,0.112,-16.497,RfN,8.6,1.8,,,,,,,
,0.025,9.619,RfN,7.8,4.0,,,,,,,
,0.293,5.344,RfN,5.7,13.6,,,,,,,
,0.024,0.878,RfN,8.3,7.4,,,,,,,
,0.072,19.867,RfN,6.8,17.0,,,,,,,
,0.262,-9.552,RfN,6.4,20.0,,,,,,,
,-0.015,9.649,RfN,9.4,3.4,,,,,,,
,0.337,-10.758,RfN,8.8,1.2,,,,,,,
,0.005,10.683,RfN,8.3,9.6,,,,,,,
,0.063,-13.313,RfN,6.0,3.4,,,,,,,
,0.048,-5.988,RfN,7.4,8.6,,,,,,,
,-0.013,17.226,RfN,9.4,9.0,,,,,,,
,0.162,-18.881,RfN,9.5,1.8,,,,,,,
,0.245,9.005,RfN,8.7,3.4,,,,,,,
,0.031,16.651,RfN,9.1,5.2,,,,,,,
,0.009,0.506,RfN,8.4,11.4,,,,,,,
,0.070,-33.676,RfN,4.5,10.8,,,,,,,
,-0.008,30.536,RfN,8.8,13.6,,,,,,,
,0.164,-7.551,RfN,9.4,2.8,,,,,,,
,0.133,2.766,RfN,8.9,10.2,,,,,,,
,0.368,-3.320,RfN,9.3,6.2,,,,,,,
,0.144,-19.820,RfN,3.6,188.0,,,,,,,
,0.006,30.404,RfN,7.8,4.6,,,,,,,
,0.593,-24.233,RfN,9.0,3.4,,,,,,,
