,0.013,17.007,G,15.4,0.7,0.6,66,,,Cet,Sbc,23.2
,0.004,0.027,G,18.1,0.5,0.4,129,,,Cet,Sbc,23.1
1,0.033,-8.769,G,14.8,1.2,1.1,146,,,Cet,E,24.1
,0.036,10.531,G,16.5,0.7,0.3,64,,,Cet,,24.3
1,0.006,-19.614,G,13.6,1.2,0.6,171,,,Cet,Sb,22.9
1,0.005,4.486,G,16.2,0.6,0.5,54,,,Cet,,23.7
,0.021,42.191,G,14.7,0.8,0.3,44,,,Psc,Sbc,22.5
1,0.006,-42.222,G,16.3,0.7,0.6,55,,,Cet,,23.9
,0.025,-0.348,G,15.8,0.6,0.5,54,,,Cet,Sc,23.1
,0.008,8.310,G,14.5,1.0,0.8,88,,,Cet,E-S0,23.4
,0.020,14.574,G,15.0,1.2,0.6,124,,,Psc,Sb,23.8
,0.005,-0.044,G,15.6,0.8,0.4,111,,,Psc,S0-a,23.6
,0.003,-7.843,G,15.4,0.9,0.7,128,,,Cet,E-S0,23.9
1,0.003,0.031,G,15.6,0.6,0.3,47,,,Cet,S0-a,23.3
1,0.011,12.790,G,14.2,1.6,1.3,6,,,Psc,E,24.1
,-0.013,-27.501,G,15.5,1.3,0.4,4,,,Cet,Sc,23.7
,0.009,14.702,G,14.9,0.8,0.6,70,,,Cet,S0,23.1
2,0.014,9.377,G,14.2,0.7,0.4,127,,,Psc,Sd,21.6
,0.006,7.749,G,,0.3,0.3,160,,,Psc,,
,-0.000,-9.282,G,15.6,1.4,0.6,154,,,Psc,S0,24.9
,0.008,9.305,G,14.0,0.8,0.8,80,,,Psc,E,23.5
,-0.001,-24.197,G,14.6,0.9,0.6,125,,,Cet,Sbc,22.7
1,0.013,-0.015,G,15.8,0.7,0.6,31,,,Cet,E,23.9
,0.005,2.957,G,15.2,1.2,0.6,77,,,Cet,S0-a,24.0
,0.005,0.124,G,15.1,0.9,0.3,138,,,Cet,S0,23.7
,0.003,4.429,G,14.2,1.0,0.6,108,,,Cet,Sbc,22.6
,-0.003,-17.352,G,16.0,0.7,0.3,14,,,Cet,S0-a,23.6
,0.011,17.285,G,15.2,0.7,0.5,44,,,Cet,E,23.2
1,0.007,-15.726,G,16.2,0.6,0.6,53,,,Cet,,23.5
,0.009,11.296,G,15.7,0.9,0.8,30,,,Cet,,24.0
,-0.000,-4.996,G,9.2,1.7,0.5,110,,,Cet,Sb,23.5
,0.026,-5.644,G,15.3,0.8,0.6,165,,,Cet,SBc,23.3
,0.002,-0.030,G,15.3,1.2,0.6,63,,,Cet,S0-a,24.3
,-0.000,-2.938,G,15.5,0.8,0.6,27,,,Cet,S0,23.5
,0.029,46.345,HII,12.5,0.3,,,,,Tri,,
,0.000,0.193,HII,14.8,0.7,0.6,,,,Tri,,
,0.000,-0.058,HII,18.4,0.5,0.5,,,,Tri,,
1,0.017,-0.268,HII,,0.4,,,,,Tri,,
2,-0.020,-31.310,G,14.7,1.1,0.7,23,,,Cet,SABc,23.4
2,-0.003,-14.125,G,14.3,1.2,0.9,5,,,Cet,Sbc,23.3
,0.017,45.573,HII,14.2,0.5,,,,,Tri,,
,0.005,0.018,HII,11.4,0.3,,,,,Tri,,
,0.058,-44.091,G,15.7,0.7,0.7,46,,,Cet,E,24.0
,0.016,14.056,G,15.4,0.7,0.5,6,,,Cet,Sb,23.2
1,0.023,-15.604,G,15.2,0.8,0.4,58,,,Cet,Sc,23.0
,0.040,28.840,G,13.8,1.8,0.6,45,,,Psc,I,23.1
,0.000,-30.277,G,14.4,1.3,0.4,82,,,Cet,Sbc,22.8
,0.009,20.500,G,14.9,0.9,0.5,137,,,Psc,Sb,23.0
3,0.039,6.449,G,14.8,1.2,0.2,66,,,Psc,Sb,22.9
1,0.003,-0.096,G,14.9,1.5,1.3,105,,,Psc,Sa,24.5
1,0.007,-17.489,G,15.9,0.7,0.5,140,,,Cet,,23.7
,0.009,-1.701,G,14.2,1.4,0.8,28,,,Cet,SBb,23.1
,0.001,-4.611,G,14.9,1.3,0.9,85,,,Cet,E-S0,24.2
,0.037,23.756,G,14.3,0.9,0.5,67,,,Psc,S0-a,22.9
,0.003,0.014,G,14.5,1.3,1.3,85,,,Psc,S0,23.8
,0.006,10.189,G,13.3,1.6,0.7,90,,,Ari,SBd,23.1
,-0.002,-24.615,G,14.0,1.6,1.4,167,,,Cet,E,23.9
1,0.054,65.757,OCl,11.7,7.5,,,,,Cas,,
,-0.021,-39.940,G,13.3,1.6,0.9,107,,,Ari,Sc,22.9
,-0.011,-30.436,G,14.8,1.1,0.4,104,,,Cet,S0-a,23.5
,0.003,-4.157,G,15.8,0.7,0.5,76,,,Cet,E-S0,23.8
,0.022,4.162,G,15.3,0.8,0.6,92,,,Cet,E,23.6
,0.054,43.800,G,13.7,2.3,1.9,107,,,Tri,S0-a,24.2
,-0.005,-34.471,G,14.7,0.5,0.4,95,,,Cet,SBbc,22.2
,0.018,0.474,G,14.1,0.9,0.7,90,,,Cet,SBbc,23.4
,0.005,2.477,G,14.5,1.5,1.0,97,,,Psc,S0,24.1
,0.001,-2.430,G,15.7,0.5,0.5,9,,,Cet,,23.1
,0.009,-3.351,G,14.9,1.8,0.4,94,,,Cet,Sc,23.6
,0.002,1.929,G,15.5,0.5,0.5,11,,,Cet,Sbc,22.8
,0.032,36.765,G,13.3,0.9,0.8,159,,,And,Sab,22.6
,0.021,1.346,G,12.6,1.1,0.9,111,,,And,E,22.7
,-0.003,-14.417,G,15.3,0.8,0.3,150,,,Ari,Sb,23.0
,0.001,0.055,G,15.8,0.6,0.5,55,,,Ari,,23.4
,-0.003,-16.247,G,14.5,1.1,0.7,36,,,Psc,Sb,23.3
,-0.005,-12.759,G,14.9,1.2,0.4,98,,,Cet,S0,23.9
,0.005,-1.493,G,13.9,1.1,0.6,178,,,Cet,SBa,23.4
,0.004,5.312,G,15.7,0.8,0.3,82,,,Cet,Sab,23.5
,0.005,-0.024,GTrpl,,1.1,,,,,Cet,,
,0.018,28.033,G,13.8,2.2,0.7,70,,,Tri,Sa,23.8
,0.005,0.066,G,14.4,0.5,0.3,46,,,Tri,SABc,21.3
,0.001,-2.996,G,14.8,0.8,0.7,86,,,Ari,SBc,23.2
,0.004,-0.001,G,15.0,0.2,0.2,95,,,Ari,E,
1,0.007,-7.536,G,14.8,0.9,0.7,148,,,Ari,S0,23.5
,-0.000,-4.921,G,14.6,1.4,1.0,154,,,Ari,Sc,23.6
,0.009,-8.479,G,15.2,1.9,0.3,14,,,Psc,Sb,24.0
,0.011,12.095,G,13.2,1.5,0.7,135,,,Ari,S0,23.6
,0.002,0.030,G,14.1,2.5,0.7,9,,,Ari,Sab,24.1
,0.004,-11.952,G,14.2,1.0,0.5,54,,,Psc,Sbc,22.7
,0.033,6.509,G,14.8,1.0,0.6,51,,,Psc,Sbc,23.2
,0.004,-0.069,G,15.3,1.3,0.6,24,,,Psc,Sab,24.1
,-0.014,21.948,G,12.8,1.4,1.1,92,,,Tri,Sb,23.2
,0.030,-22.060,G,16.8,0.5,0.5,60,,,Cet,,23.9
,0.004,0.053,G,15.2,1.4,0.4,131,,,Cet,Sb,23.8
,-0.000,-0.045,G,16.9,0.6,0.5,10,,,Cet,,24.5
,-0.001,-10.553,G,15.8,0.6,0.4,155,,,Cet,Sab,23.0
,0.000,-0.661,G,14.8,0.9,0.8,40,,,Cet,Sa,23.2
,0.035,-4.877,G,14.3,1.2,0.4,130,,,Cet,S0,23.4
,0.002,0.046,G,14.5,1.8,0.5,98,,,Cet,S0-a,24.4
,-0.020,13.317,G,14.7,1.3,1.1,168,,,Cet,Sbc,23.9
,0.009,-13.454,G,13.8,1.5,1.0,82,,,Cet,SBbc,23.1
,0.008,-2.621,G,13.8,2.4,0.7,66,,,Cet,SBbc,23.4
,0.028,13.532,G,14.1,1.7,0.8,56,,,Cet,SABc,23.3
,0.041,12.742,G,15.8,0.8,0.5,84,,,Ari,Sbc,23.7
,0.008,-0.138,G,13.2,1.4,1.0,148,,,Ari,SABb,24.5
,-0.000,-11.283,G,14.2,0.6,0.5,65,,,Cet,Sbc,22.1
,0.001,-11.979,G,15.6,0.8,0.2,78,,,Cet,Sb,23.0
,0.029,4.791,G,15.9,0.5,0.3,25,,,Cet,S0-a,23.1
,0.005,-9.912,G,15.1,2.0,0.5,35,,,Cet,Sc,23.8
,0.015,13.209,G,15.6,0.9,0.3,75,,,Cet,Sbc,23.3
,0.026,-8.185,G,14.4,1.6,1.2,177,,,Cet,E,24.3
,0.009,-5.879,G,15.1,0.7,0.3,34,,,Cet,Sb,22.9
,0.058,41.039,G,13.8,1.5,1.2,16,,,Tri,Sc,23.3
,0.002,-16.619,G,15.1,0.8,0.7,42,,,Ari,SABa,23.4
,-0.013,-32.384,G,14.1,1.1,0.6,143,,,Cet,IB,22.5
,0.046,8.182,G,15.0,0.9,0.6,130,,,Cet,Sab,23.2
,0.028,13.725,G,14.8,1.0,0.9,158,,,Cet,E,23.4
,0.022,27.048,G,16.0,0.8,0.7,55,,,Tri,E,23.9
,0.005,-0.034,G,15.4,2.0,1.8,80,,,Tri,E,25.8
2,0.012,-39.006,G,15.5,0.6,0.4,87,,,Cet,S0-a,23.4
,0.019,12.010,G,15.1,0.7,0.3,162,,,Cet,S0,23.3
,0.021,0.087,G,14.3,1.1,0.7,154,,,Cet,E,23.4
,0.008,1.544,G,15.5,0.3,0.3,100,,,Cet,Sbc,21.7
,-0.001,-2.950,G,15.2,0.7,0.3,158,,,Cet,SBc,22.8
,0.020,20.781,G,14.3,0.4,0.3,35,,,Ari,,21.6
,0.002,-20.772,G,16.0,0.7,0.4,23,,,Cet,S0-a,23.9
,0.010,1.271,G,14.7,0.5,0.5,11,,,Cet,SBb,22.3
,0.031,11.698,G,14.0,1.4,0.8,35,,,Ari,S0,23.5
,0.018,26.132,G,11.2,4.2,4.0,75,,,And,SABc,23.7
1,0.024,-36.642,G,14.5,0.9,0.6,152,,,Cet,E-S0,23.1
1,0.010,-9.230,G,15.5,1.2,0.7,20,,,Cet,Sa,24.2
,0.015,9.631,G,15.3,0.7,0.5,176,,,Cet,SABc,22.9
,-0.008,-17.035,G,15.0,1.1,0.3,25,,,Cet,Sbc,22.9
,0.026,16.785,G,15.4,0.7,0.6,48,,,Cet,S0,23.4
,-0.006,-14.213,G,14.7,0.9,0.6,45,,,Cet,SBbc,23.0
,0.022,29.546,G,14.3,1.0,0.7,147,,,Ari,Sa,22.9
1,-0.009,-31.126,G,15.1,0.9,0.7,178,,,Cet,SABb,23.4
,0.005,-1.644,G,15.0,0.8,0.7,96,,,Cet,E,23.4
,0.009,0.110,G,15.3,1.0,0.6,26,,,Cet,S0-a,23.9
,0.006,-0.199,G,14.9,0.9,0.7,162,,,Cet,S0,23.5
,-0.001,-0.060,G,14.9,0.3,0.2,55,,,Cet,,
,0.083,31.395,G,15.7,0.6,0.4,45,,,Ari,SABb,23.2
,0.044,30.667,G,14.3,0.5,0.3,30,,,Per,E,
,0.001,0.021,G,12.7,1.9,1.2,154,,,Per,E,24.1
