,9.410,49.357,G,,,,,,
,6.862,-2.311,G,,,,,,
,6.337,-49.951,G,,,,,,
,-20.802,-9.477,G,,,,,,
,9.600,15.710,G,,,,,,
,-3.186,42.663,G,,,,,Bear Claw Nebula,
,0.617,-62.567,G,,,,,,
,-7.465,15.701,G,,,,,,
,6.877,74.455,G,,,,,,
,-5.943,-67.926,G,,,,,,
,-1.151,8.683,G,,,,,,
,7.432,14.136,G,,,,,,
,14.413,-12.484,G,,,,,,
,-0.405,-42.040,G,,,,,,
,0.265,20.493,G,,,,,,
,-11.524,18.547,G,,,,,,
,-3.595,60.842,G,,,,,,
,4.351,-23.289,G,,,,,,
,-11.564,-55.695,G,,,,,,
,3.803,7.248,G,,,,,,
,6.751,27.932,G,,,,,,
,0.909,-49.359,G,,,,,,
,0.700,60.483,G,,,,,,
,-1.782,15.840,G,,,,,,
,-3.456,28.765,G,,,,,,
,6.600,-31.405,G,,,,,Pinwheel,
,-2.703,-1.180,G,,,,,,
,12.123,-30.750,G,,,,,,
,-2.893,37.733,G,,,,,,
,-3.202,2.020,G,,,,,,
,-15.527,-40.260,G,,,,,,
,15.367,37.409,G,,,,,,
,-3.596,-52.887,G,,,,,,
,-0.929,19.636,G,,,,,,
,-12.321,-27.418,G,,,,,,
,13.198,32.771,G,,,,,,
,-10.860,-31.438,G,,,,,,
,14.782,75.718,G,,,,,,
,-13.998,-97.984,G,,,,,,
,9.994,59.688,G,,,,,,
,-10.326,-57.988,G,,,,,,
,11.881,43.928,G,,,,,,
,-4.640,-6.606,G,,,,,,
,0.022,-18.964,G,,,,,,
,3.898,54.142,G,,,,,,
,9.237,-21.878,G,,,,,,
,-8.774,-11.184,G,,,,,,
,-13.455,-6.513,G,,,,,,
,13.208,-4.267,G,,,,,,
,9.426,-22.109,G,,,,,,
,-23.861,0.582,G,,,,,,
,5.224,17.165,G,,,,,,
,5.259,-20.992,G,,,,,,
,-8.188,12.578,G,,,,,,
,6.865,49.030,G,,,,,,
,-7.308,-27.115,G,,,,,,
,11.321,-2.781,G,,,,,,
,-4.745,4.776,G,,,,,,
,-7.520,-28.399,G,,,,,,
,12.233,35.272,G,,,,,,
,-8.634,-28.373,G,,,,,,
,7.281,45.742,G,,,,,,
,-2.238,-11.144,G,,,,,,
,5.102,-12.846,G,,,,,,
,-14.393,2.935,G,,,,,,
,16.084,29.156,G,,,,,,
,-15.093,-52.101,G,,,,,,
,22.458,4.718,G,,,,,,
,-9.472,31.016,G,,,,,,
,-12.950,-4.417,G,,,,,,
,14.694,-13.014,G,,,,,,
,-0.304,0.115,G,,,,,,
,0.805,28.341,G,,,,,,
,-14.447,-4.735,G,,,,,,
,-0.284,-45.535,G,,,,,,
,10.759,17.219,G,,,,,,
,-9.845,-43.392,G,,,,,,
,-0.782,49.183,G,,,,,,
,12.182,-1.339,G,,,,,,
,-5.367,56.484,G,,,,,,
,9.413,-5.735,G,,,,,,
,-10.028,-43.157,G,,,,,,
,3.482,-9.880,G,,,,,,
,2.307,22.127,G,,,,,,
,-0.478,9.744,G,,,,,Whirlpool,
,10.285,-17.739,G,,,,,,
,-12.104,-7.031,G,,,,,,
,-10.361,-9.949,G,,,,,,
,7.393,1.807,G,,,,,,
,6.724,27.385,G,,,,,,
,0.141,-26.476,G,,,,,,
,7.740,-14.951,G,,,,,,
,-0.839,-25.088,G,,,,,,
,-12.086,44.742,G,,,,,,
,4.191,6.601,G,,,,,,
,-7.532,60.104,G,,,,,,
,5.046,-55.543,G,,,,,,
,-10.560,1.044,G,,,,,,
,21.715,-13.131,G,,,,,,
,-22.774,-30.547,G,,,,,,
,15.596,26.355,G,,,,,,
,1.248,34.199,G,,,,,,
,-0.497,-3.522,G,,,,,Zwicky's Triplet,
,-3.289,17.243,G,,,,,Keenan's System,
,-2.348,-33.989,G,,,,,,
,1.073,-0.535,G,,,,,,
,-1.388,1.891,G,,,,,,
,-7.820,-52.285,G,,,,,,
,12.745,91.686,G,,,,,,
,7.105,-84.706,G,,,,,,
,-8.874,49.066,G,,,,,,
,-14.004,-2.395,G,,,,,,
,0.282,-1.353,G,,,,,,
,7.233,55.628,G,,,,,,
,4.176,-59.420,G,,,,,,
,1.011,-14.707,G,,,,,,
,1.440,6.114,G,,,,,,
,-11.247,-17.874,G,,,,,,
,-1.596,12.625,G,,,,,,
,11.138,0.632,G,,,,,Eyes,
,-11.471,-17.893,G,,,,,,
,15.084,22.558,G,,,,,,
,-10.698,-29.239,G,,,,,,
,11.935,72.102,G,,,,,,
,-0.674,-18.676,G,,,,,,
,-14.669,-38.830,G,,,,,,
,-1.318,-12.103,G,,,,,,
,0.640,23.699,G,,,,,,
,8.367,17.666,G,,,,,,
,-9.613,-15.711,G,,,,,,
,2.745,-31.454,G,,,,,,
,8.534,11.711,G,,,,,,
,-9.894,1.711,G,,,,,,
