,0.009,4.252,DrkN,,30.0,,,,,,,
,0.006,-4.283,DrkN,,4.0,,,,,,,
,0.049,4.710,DrkN,,75.0,,,,,,,
,0.013,-2.248,DrkN,,60.0,,,,,,,
,0.008,3.168,DrkN,,11.0,,,,,,,
,0.026,-14.663,DrkN,,120.0,,,,,,,
,0.056,10.844,DrkN,,45.0,,,,,,,
,0.014,-9.931,DrkN,,15.0,,,,,,,
,-0.007,10.616,DrkN,,18.0,,,,,,,
,0.016,-9.598,DrkN,,13.0,,,,,,,
,0.011,12.503,DrkN,,45.0,,,,,,,
,0.018,-3.247,DrkN,,18.0,,,,,,,
,0.032,-9.245,DrkN,,15.0,,,,,,,
,0.032,9.757,DrkN,,60.0,,,,,,,
,0.006,1.834,DrkN,,60.0,,,,,,,
,0.031,-2.994,DrkN,,,,,,,,,
,0.030,0.255,DrkN,,18.0,,,,,,,
,0.044,-10.409,DrkN,,75.0,,,,,,,
,-0.019,19.498,DrkN,,25.0,,,,,,,
,0.024,1.504,DrkN,,15.0,,,,,,,
,0.025,-22.747,DrkN,,15.0,,,,,,,
,0.023,0.421,DrkN,,30.0,,,,,,,
,0.045,-1.892,DrkN,,2.0,,,,,,,
,-0.008,8.066,DrkN,,25.0,,,,,,,
,0.045,-8.126,DrkN,,3.0,,,,,,,
,0.006,3.251,DrkN,,5.0,,,,,,,
,0.014,0.553,DrkN,,60.0,,,,,,,
,0.011,-1.998,DrkN,,18.0,,,,,,,
,0.005,6.734,DrkN,,3.0,,,,,,,
,0.043,-2.559,DrkN,,50.0,,,,,,,
,-0.000,6.634,DrkN,,4.0,,,,,,,
,0.004,5.785,DrkN,,75.0,,,,,,,
,0.014,-11.348,DrkN,,4.0,,,,,,,
,0.020,2.803,DrkN,,,,,,,,,
,0.011,-5.365,DrkN,,,,,,,,,
,0.030,13.957,DrkN,,30.0,,,,,,,
,0.007,-5.266,DrkN,,30.0,,,,,,,
,0.004,-0.033,DrkN,,1.0,,,,,,,
,0.064,5.279,DrkN,,,,,,,,,
,0.022,-13.080,DrkN,,13.0,,,,,,,
,0.018,6.087,DrkN,,4.0,,,,,,,
,0.049,7.759,DrkN,,6.0,,,,,,,
,0.008,-4.282,DrkN,,6.0,,,,,,,
,0.067,-1.788,DrkN,,5.0,,,,,,,
,0.118,5.439,DrkN,,2.0,,,,,,,
,0.004,0.917,DrkN,,6.0,,,,,,,
,0.028,2.089,DrkN,,75.0,,,,,,,
,0.063,-0.105,DrkN,,15.0,,,,,,,
,0.019,5.970,DrkN,,35.0,,,,,,,
,0.087,-10.318,DrkN,,5.0,,,,,,,
,-0.008,17.900,DrkN,,6.0,,,,,,,
,0.066,-12.073,DrkN,,20.0,,,,,,,
,0.066,7.812,DrkN,,60.0,,,,,,,
