,0.169,-0.741,HII,,1.0,,,,,,,
,-0.011,-3.999,HII,,6.0,,,,,,,
,0.083,-0.295,HII,,12.0,,,,,,,
,0.151,0.496,HII,,1.0,,,,,,,
,-0.377,-3.030,HII,,11.0,,,,,,,
,2.137,16.259,HII,,17.0,,,,,,,
,-1.979,-16.949,HII,,8.0,,,,,,,
,0.150,-2.421,HII,,21.0,,,,,,,
,-0.044,-0.860,HII,,11.0,,,,,,,
,0.246,1.865,HII,,7.0,,,,,,,
,-0.231,-2.018,HII,,8.0,,,,,,,
,0.052,0.243,HII,,200.0,,,,,,,
,-0.009,-1.115,HII,,7.0,,,,,,,
,0.223,-0.865,HII,,22.0,,,,,,,
,0.200,-2.094,HII,,1.0,,,,,,,
,0.007,-0.117,HII,,3.0,,,,,,,
,-0.354,-3.069,HII,,9.0,,,,,,,
,0.364,1.501,HII,,21.0,,,,,,,
,-0.627,-5.447,HII,,90.0,,,,,,,
,-0.177,-1.708,HII,,200.0,,,,,,,
,0.778,5.608,HII,,4.0,,,,,,,
,0.008,-0.584,HII,,30.0,,,,,,,
,0.082,0.355,HII,,6.0,,,,,,,
,-0.689,-5.188,HII,,35.0,,,,,,,
,0.632,4.513,HII,,12.0,,,,,,,
,-0.317,-5.157,HII,,480.0,,,,,,,
,0.654,-1.855,HII,,45.0,,,,,,,
,1.114,0.753,HII,,720.0,,,,,,,
,3.906,2.828,HII,,12.0,,,,,,,
